==========================================
Lines of Code Report (Diff-based)
==========================================
Author: Chun Wee
Since: 2026-03-16
Generated: Sun Apr  5 01:26:40 +08 2026
==========================================

==========================================
ACTUAL CODE CHANGES PER FILE (NO BLANKS/COMMENTS)
==========================================
Tracked extensions: .cpp .hpp .h .c

File                                                                        Added    Deleted        Net
TheStove/Graphics/SceneViewportPresenter.cpp                                    1          1          0
TheStove/Graphics/SceneViewportPresenter.hpp                                    1          1          0
TheStove/Graphics/Shader.cpp                                                   12         15         -3
TheStove/Graphics/Shader.hpp                                                    1          1          0
TheStove/Graphics/Texture.cpp                                                   7          8         -1
TheStove/Graphics/Texture.hpp                                                   1          1          0
TheStove/Graphics/VertexArray.cpp                                               6          6          0
TheStove/Graphics/VertexArray.hpp                                               1          1          0
TheStove/Graphics/VertexBuffer.cpp                                             20          3         17
TheStove/Graphics/VertexBuffer.hpp                                              8          3          5
TheStove/Graphics/stb_image.h                                                   0       5833      -5833
TheStove/Main.cpp                                                             134        807       -673
--------------------------------------------------------------------------------------------

==========================================
ACTUAL CODE CHANGES - TOTAL (NO BLANKS/COMMENTS)
==========================================
Lines Added:    20247
Lines Deleted:  16610
Net Change:     3637
Total Commits:  85

==========================================
FILES MODIFIED (RAW - ANY TYPE)
==========================================

.gitignore
CMakeLists.txt
LetsEatMonsters_ReadMe.txt
MyoonchiDiner/Core/CustomerManagerLogic.cpp
MyoonchiDiner/Core/CustomerManagerLogic.hpp
MyoonchiDiner/Core/CustomerOrderUILogic.cpp
MyoonchiDiner/Core/CustomerOrderUILogic.hpp
MyoonchiDiner/Core/CustomerTableLogic.cpp
MyoonchiDiner/Core/CustomerTableLogic.hpp
MyoonchiDiner/Core/DishLogic.cpp
MyoonchiDiner/Core/DishLogic.hpp
MyoonchiDiner/Core/ExitGateLogic.cpp
MyoonchiDiner/Core/ExitGateLogic.hpp
MyoonchiDiner/Core/FoodTypes.hpp
MyoonchiDiner/Core/HowToPlayButtonLogic.cpp
MyoonchiDiner/Core/HowToPlayButtonLogic.hpp
MyoonchiDiner/Core/IngredientBoxLogic.cpp
MyoonchiDiner/Core/IngredientBoxLogic.hpp
MyoonchiDiner/Core/IngredientLogic.cpp
MyoonchiDiner/Core/IngredientLogic.hpp
MyoonchiDiner/Core/MenuButtonLogic.cpp
MyoonchiDiner/Core/MenuButtonLogic.hpp
MyoonchiDiner/Core/OrderUILogic.cpp
MyoonchiDiner/Core/OrderUILogic.hpp
MyoonchiDiner/Core/PauseButtonLogic.cpp
MyoonchiDiner/Core/PauseButtonLogic.hpp
MyoonchiDiner/Core/PlateLogic.cpp
MyoonchiDiner/Core/PlateLogic.hpp
MyoonchiDiner/Core/PlayerLogic.cpp
MyoonchiDiner/Core/PlayerLogic.hpp
MyoonchiDiner/Core/PlayerLogicCarry.cpp
MyoonchiDiner/Core/PlayerLogicHover.cpp
MyoonchiDiner/Core/PlayerLogicInteraction.cpp
MyoonchiDiner/Core/PlayerLogicMovement.cpp
MyoonchiDiner/Core/PlayerLogicShared.hpp
MyoonchiDiner/Core/Quota.cpp
MyoonchiDiner/Core/Quota.hpp
MyoonchiDiner/Core/SimpleNpcLogic.cpp
MyoonchiDiner/Core/SimpleNpcLogic.hpp
MyoonchiDiner/Core/StartGamePromptLogic.cpp
MyoonchiDiner/Core/StartGamePromptLogic.hpp
MyoonchiDiner/Core/TableLogic.cpp
MyoonchiDiner/Core/TableLogic.hpp
MyoonchiDiner/Core/TrashCanLogic.cpp
MyoonchiDiner/Core/TrashCanLogic.hpp
MyoonchiDiner/Core/WorkTableLogic.cpp
MyoonchiDiner/Core/WorkTableLogic.hpp
MyoonchiDiner/GameBootstrap.cpp
MyoonchiDiner/GameCore/CustomerManagerLogic.cpp
MyoonchiDiner/GameCore/CustomerManagerLogic.hpp
MyoonchiDiner/GameCore/CustomerOrderUILogic.cpp
MyoonchiDiner/GameCore/CustomerOrderUILogic.hpp
MyoonchiDiner/GameCore/CustomerTableLogic.cpp
MyoonchiDiner/GameCore/CustomerTableLogic.hpp
MyoonchiDiner/GameCore/DishLogic.cpp
MyoonchiDiner/GameCore/DishLogic.hpp
MyoonchiDiner/GameCore/ExitGateLogic.cpp
MyoonchiDiner/GameCore/ExitGateLogic.hpp
MyoonchiDiner/GameCore/FoodTypes.hpp
MyoonchiDiner/GameCore/HowToPlayButtonLogic.cpp
MyoonchiDiner/GameCore/HowToPlayButtonLogic.hpp
MyoonchiDiner/GameCore/InGamePauseTriggerLogic.cpp
MyoonchiDiner/GameCore/InGamePauseTriggerLogic.hpp
MyoonchiDiner/GameCore/IngredientBoxLogic.cpp
MyoonchiDiner/GameCore/IngredientBoxLogic.hpp
MyoonchiDiner/GameCore/IngredientLogic.cpp
MyoonchiDiner/GameCore/IngredientLogic.hpp
MyoonchiDiner/GameCore/MenuButtonLogic.cpp
MyoonchiDiner/GameCore/MenuButtonLogic.hpp
MyoonchiDiner/GameCore/MenuKeyboardNavigation.cpp
MyoonchiDiner/GameCore/MenuKeyboardNavigation.hpp
MyoonchiDiner/GameCore/OrderUILogic.cpp
MyoonchiDiner/GameCore/OrderUILogic.hpp
MyoonchiDiner/GameCore/PauseButtonLogic.cpp
MyoonchiDiner/GameCore/PauseButtonLogic.hpp
MyoonchiDiner/GameCore/PlateLogic.cpp
MyoonchiDiner/GameCore/PlateLogic.hpp
MyoonchiDiner/GameCore/PlayerLogic.cpp
MyoonchiDiner/GameCore/PlayerLogic.hpp
MyoonchiDiner/GameCore/PlayerLogicCarry.cpp
MyoonchiDiner/GameCore/PlayerLogicHover.cpp
MyoonchiDiner/GameCore/PlayerLogicInteraction.cpp
MyoonchiDiner/GameCore/PlayerLogicMovement.cpp
MyoonchiDiner/GameCore/PlayerLogicShared.hpp
MyoonchiDiner/GameCore/Quota.cpp
MyoonchiDiner/GameCore/Quota.hpp
MyoonchiDiner/GameCore/SettingsMenuLogic.cpp
MyoonchiDiner/GameCore/SettingsMenuLogic.hpp
MyoonchiDiner/GameCore/SimpleNpcLogic.cpp
MyoonchiDiner/GameCore/SimpleNpcLogic.hpp
MyoonchiDiner/GameCore/StartGamePromptLogic.cpp
MyoonchiDiner/GameCore/StartGamePromptLogic.hpp
MyoonchiDiner/GameCore/TableLogic.cpp
MyoonchiDiner/GameCore/TableLogic.hpp
MyoonchiDiner/GameCore/TrashCanLogic.cpp
MyoonchiDiner/GameCore/TrashCanLogic.hpp
MyoonchiDiner/GameCore/WorkTableLogic.cpp
MyoonchiDiner/GameCore/WorkTableLogic.hpp
MyoonchiDiner/GamePaths.hpp
MyoonchiDiner/MyoonchiDinerBindings.cpp
MyoonchiDiner/MyoonchiDinerBindings.hpp
README.md
TheStove/Core/Application.cpp
TheStove/Core/Application.hpp
TheStove/Core/ApplicationFlowCoordinator.cpp
TheStove/Core/ApplicationFlowCoordinator.hpp
TheStove/Core/ApplicationShutdown.hpp
TheStove/Core/ApplicationState.hpp
TheStove/Core/AudioLoading.cpp
TheStove/Core/AudioLoading.hpp
TheStove/Core/AudioManager.cpp
TheStove/Core/AudioManager.hpp
TheStove/Core/Collision.cpp
TheStove/Core/Collision.hpp
TheStove/Core/CollisionManager.cpp
TheStove/Core/CollisionManager.hpp
TheStove/Core/ComponentCreator.hpp
TheStove/Core/ConfigManager.cpp
TheStove/Core/ConfigManager.hpp
TheStove/Core/Core.cpp
TheStove/Core/Core.hpp
TheStove/Core/DebugUI.cpp
TheStove/Core/DebugUI.hpp
TheStove/Core/DebugVisualizer.cpp
TheStove/Core/DebugVisualizer.hpp
TheStove/Core/EngineRng.cpp
TheStove/Core/EngineRng.hpp
TheStove/Core/Factory.cpp
TheStove/Core/Factory.hpp
TheStove/Core/FileDropHandler.cpp
TheStove/Core/FileDropHandler.hpp
TheStove/Core/FilePaths.hpp
TheStove/Core/FontSystem.cpp
TheStove/Core/FontSystem.hpp
TheStove/Core/Forces.cpp
TheStove/Core/Forces.hpp
TheStove/Core/GOC.cpp
TheStove/Core/GOC.hpp
TheStove/Core/GameBootstrap.hpp
TheStove/Core/GameComponent.hpp
TheStove/Core/GameObjectLogic.cpp
TheStove/Core/GameObjectLogic.hpp
TheStove/Core/GameStateManager.cpp
TheStove/Core/GameStateManager.hpp
TheStove/Core/GridPathfinder.cpp
TheStove/Core/GridPathfinder.hpp
TheStove/Core/ISerializer.cpp
TheStove/Core/ISerializer.hpp
TheStove/Core/InputCommandHandler.cpp
TheStove/Core/InputCommandHandler.hpp
TheStove/Core/InputControls.cpp
TheStove/Core/InputControls.hpp
TheStove/Core/InputManager.cpp
TheStove/Core/InputManager.hpp
TheStove/Core/LevelEditor.cpp
TheStove/Core/LevelEditor.hpp
TheStove/Core/LevelEditorActions.cpp
TheStove/Core/LevelEditorActions.hpp
TheStove/Core/LevelEditorAutoSave.cpp
TheStove/Core/LevelEditorAutoSave.hpp
TheStove/Core/LevelEditorCommandSystem.cpp
TheStove/Core/LevelEditorCommandSystem.hpp
TheStove/Core/LevelEditorFileIO.cpp
TheStove/Core/LevelEditorFileIO.hpp
TheStove/Core/LevelEditorHierarchy.cpp
TheStove/Core/LevelEditorHierarchy.hpp
TheStove/Core/LevelEditorPanelAssets.cpp
TheStove/Core/LevelEditorPanelAssets.hpp
TheStove/Core/LevelEditorPanelAudioControl.cpp
TheStove/Core/LevelEditorPanelAudioControl.hpp
TheStove/Core/LevelEditorPanelBuildSizeAnalyzer.cpp
TheStove/Core/LevelEditorPanelBuildSizeAnalyzer.hpp
TheStove/Core/LevelEditorPanelConfig.cpp
TheStove/Core/LevelEditorPanelConfig.hpp
TheStove/Core/LevelEditorPanelFonts.cpp
TheStove/Core/LevelEditorPanelFonts.hpp
TheStove/Core/LevelEditorPanelLevel.cpp
TheStove/Core/LevelEditorPanelLevel.hpp
TheStove/Core/LevelEditorPanelPrefabs.cpp
TheStove/Core/LevelEditorPanelPrefabs.hpp
TheStove/Core/LevelEditorPickDrag.cpp
TheStove/Core/LevelEditorPickDrag.hpp
TheStove/Core/LevelEditorPrefabLinks.cpp
TheStove/Core/LevelEditorPrefabLinks.hpp
TheStove/Core/LevelSerializer.cpp
TheStove/Core/LevelSerializer.hpp
TheStove/Core/Logger.hpp
TheStove/Core/LogicManager.hpp
TheStove/Core/Math.cpp
TheStove/Core/Math.hpp
TheStove/Core/Message.hpp
TheStove/Core/MessageBus.hpp
TheStove/Core/MovementManager.cpp
TheStove/Core/MovementManager.hpp
TheStove/Core/NpcSystem.cpp
TheStove/Core/NpcSystem.hpp
TheStove/Core/Physics.cpp
TheStove/Core/Physics.hpp
TheStove/Core/PhysicsManager.cpp
TheStove/Core/PhysicsManager.hpp
TheStove/Core/PlayerController.cpp
TheStove/Core/PlayerController.hpp
TheStove/Core/Precompiled.hpp
TheStove/Core/ReplayManager.cpp
TheStove/Core/ReplayManager.hpp
TheStove/Core/RigidBody2D.cpp
TheStove/Core/RigidBody2D.hpp
TheStove/Core/RuntimeLevel.cpp
TheStove/Core/RuntimeLevel.hpp
TheStove/Core/RuntimeLevelPipeline.cpp
TheStove/Core/RuntimeLevelPipeline.hpp
TheStove/Core/RuntimeTextData.hpp
TheStove/Core/SpatialGrid.cpp
TheStove/Core/SpatialGrid.hpp
TheStove/Core/System.hpp
TheStove/Core/TestLevel.cpp
TheStove/Core/TestLevel.hpp
TheStove/Core/TestLevel2.cpp
TheStove/Core/TestLevel2.hpp
TheStove/Core/TileMap.cpp
TheStove/Core/TileMap.hpp
TheStove/Core/Transform.cpp
TheStove/Core/Transform.hpp
TheStove/EngineCore/Application.cpp
TheStove/EngineCore/Application.hpp
TheStove/EngineCore/ApplicationFlowCoordinator.cpp
TheStove/EngineCore/ApplicationFlowCoordinator.hpp
TheStove/EngineCore/ApplicationShutdown.hpp
TheStove/EngineCore/ApplicationState.hpp
TheStove/EngineCore/AudioLoading.cpp
TheStove/EngineCore/AudioLoading.hpp
TheStove/EngineCore/AudioManager.cpp
TheStove/EngineCore/AudioManager.hpp
TheStove/EngineCore/Collision.cpp
TheStove/EngineCore/Collision.hpp
TheStove/EngineCore/CollisionManager.cpp
TheStove/EngineCore/CollisionManager.hpp
TheStove/EngineCore/ComponentCreator.hpp
TheStove/EngineCore/ConfigManager.cpp
TheStove/EngineCore/ConfigManager.hpp
TheStove/EngineCore/Core.cpp
TheStove/EngineCore/Core.hpp
TheStove/EngineCore/DebugUI.cpp
TheStove/EngineCore/DebugUI.hpp
TheStove/EngineCore/DebugVisualizer.cpp
TheStove/EngineCore/DebugVisualizer.hpp
TheStove/EngineCore/EngineRng.cpp
TheStove/EngineCore/EngineRng.hpp
TheStove/EngineCore/Factory.cpp
TheStove/EngineCore/Factory.hpp
TheStove/EngineCore/FileDropHandler.cpp
TheStove/EngineCore/FileDropHandler.hpp
TheStove/EngineCore/FilePaths.hpp
TheStove/EngineCore/FontSystem.cpp
TheStove/EngineCore/FontSystem.hpp
TheStove/EngineCore/Forces.cpp
TheStove/EngineCore/Forces.hpp
TheStove/EngineCore/GOC.cpp
TheStove/EngineCore/GOC.hpp
TheStove/EngineCore/GameBootstrap.hpp
TheStove/EngineCore/GameComponent.hpp
TheStove/EngineCore/GameObjectLogic.cpp
TheStove/EngineCore/GameObjectLogic.hpp
TheStove/EngineCore/GameStateManager.cpp
TheStove/EngineCore/GameStateManager.hpp
TheStove/EngineCore/GridPathfinder.cpp
TheStove/EngineCore/GridPathfinder.hpp
TheStove/EngineCore/ISerializer.cpp
TheStove/EngineCore/ISerializer.hpp
TheStove/EngineCore/InputCommandHandler.cpp
TheStove/EngineCore/InputCommandHandler.hpp
TheStove/EngineCore/InputControls.cpp
TheStove/EngineCore/InputControls.hpp
TheStove/EngineCore/InputManager.cpp
TheStove/EngineCore/InputManager.hpp
TheStove/EngineCore/JSON.hpp
TheStove/EngineCore/JSONInclude.hpp
TheStove/EngineCore/LevelEditor.cpp
TheStove/EngineCore/LevelEditor.hpp
TheStove/EngineCore/LevelEditorActions.cpp
TheStove/EngineCore/LevelEditorActions.hpp
TheStove/EngineCore/LevelEditorAutoSave.cpp
TheStove/EngineCore/LevelEditorAutoSave.hpp
TheStove/EngineCore/LevelEditorCommandSystem.cpp
TheStove/EngineCore/LevelEditorCommandSystem.hpp
TheStove/EngineCore/LevelEditorFileIO.cpp
TheStove/EngineCore/LevelEditorFileIO.hpp
TheStove/EngineCore/LevelEditorHierarchy.cpp
TheStove/EngineCore/LevelEditorHierarchy.hpp
TheStove/EngineCore/LevelEditorPanelAssets.cpp
TheStove/EngineCore/LevelEditorPanelAssets.hpp
TheStove/EngineCore/LevelEditorPanelAudioControl.cpp
TheStove/EngineCore/LevelEditorPanelAudioControl.hpp
TheStove/EngineCore/LevelEditorPanelBuildSizeAnalyzer.cpp
TheStove/EngineCore/LevelEditorPanelBuildSizeAnalyzer.hpp
TheStove/EngineCore/LevelEditorPanelConfig.cpp
TheStove/EngineCore/LevelEditorPanelConfig.hpp
TheStove/EngineCore/LevelEditorPanelFonts.cpp
TheStove/EngineCore/LevelEditorPanelFonts.hpp
TheStove/EngineCore/LevelEditorPanelLevel.cpp
TheStove/EngineCore/LevelEditorPanelLevel.hpp
TheStove/EngineCore/LevelEditorPanelPrefabs.cpp
TheStove/EngineCore/LevelEditorPanelPrefabs.hpp
TheStove/EngineCore/LevelEditorPickDrag.cpp
TheStove/EngineCore/LevelEditorPickDrag.hpp
TheStove/EngineCore/LevelEditorPrefabLinks.cpp
TheStove/EngineCore/LevelEditorPrefabLinks.hpp
TheStove/EngineCore/LevelSerializer.cpp
TheStove/EngineCore/LevelSerializer.hpp
TheStove/EngineCore/Logger.hpp
TheStove/EngineCore/LogicManager.hpp
TheStove/EngineCore/Math.cpp
TheStove/EngineCore/Math.hpp
TheStove/EngineCore/Message.hpp
TheStove/EngineCore/MessageBus.hpp
TheStove/EngineCore/MovementManager.cpp
TheStove/EngineCore/MovementManager.hpp
TheStove/EngineCore/NpcSystem.cpp
TheStove/EngineCore/NpcSystem.hpp
TheStove/EngineCore/Physics.cpp
TheStove/EngineCore/Physics.hpp
TheStove/EngineCore/PhysicsManager.cpp
TheStove/EngineCore/PhysicsManager.hpp
TheStove/EngineCore/PlayerController.cpp
TheStove/EngineCore/PlayerController.hpp
TheStove/EngineCore/Precompiled.hpp
TheStove/EngineCore/ReplayManager.cpp
TheStove/EngineCore/ReplayManager.hpp
TheStove/EngineCore/RigidBody2D.cpp
TheStove/EngineCore/RigidBody2D.hpp
TheStove/EngineCore/RuntimeLevel.cpp
TheStove/EngineCore/RuntimeLevel.hpp
TheStove/EngineCore/RuntimeLevelPipeline.cpp
TheStove/EngineCore/RuntimeLevelPipeline.hpp
TheStove/EngineCore/RuntimeTextData.hpp
TheStove/EngineCore/SpatialGrid.cpp
TheStove/EngineCore/SpatialGrid.hpp
TheStove/EngineCore/System.hpp
TheStove/EngineCore/TestLevel.cpp
TheStove/EngineCore/TestLevel.hpp
TheStove/EngineCore/TestLevel2.cpp
TheStove/EngineCore/TestLevel2.hpp
TheStove/EngineCore/TileMap.cpp
TheStove/EngineCore/TileMap.hpp
TheStove/EngineCore/Transform.cpp
TheStove/EngineCore/Transform.hpp
TheStove/EngineGraphics/AnimationManager.cpp
TheStove/EngineGraphics/AnimationManager.hpp
TheStove/EngineGraphics/Animator.hpp
TheStove/EngineGraphics/DebugRenderer.cpp
TheStove/EngineGraphics/DebugRenderer.hpp
TheStove/EngineGraphics/EntityManager.cpp
TheStove/EngineGraphics/EntityManager.hpp
TheStove/EngineGraphics/GameObject.cpp
TheStove/EngineGraphics/GameObject.hpp
TheStove/EngineGraphics/GraphicsEngine.cpp
TheStove/EngineGraphics/GraphicsEngine.hpp
TheStove/EngineGraphics/GraphicsEngineEffects.cpp
TheStove/EngineGraphics/GraphicsEnginePresentation.cpp
TheStove/EngineGraphics/GraphicsEngineRender.cpp
TheStove/EngineGraphics/GraphicsEngineViewport.cpp
TheStove/EngineGraphics/Layer.hpp
TheStove/EngineGraphics/Mesh.cpp
TheStove/EngineGraphics/Mesh.hpp
TheStove/EngineGraphics/MeshLoader.cpp
TheStove/EngineGraphics/MeshLoader.hpp
TheStove/EngineGraphics/ParticleSystem.cpp
TheStove/EngineGraphics/ParticleSystem.hpp
TheStove/EngineGraphics/Renderer.cpp
TheStove/EngineGraphics/Renderer.hpp
TheStove/EngineGraphics/ResourceManager.cpp
TheStove/EngineGraphics/ResourceManager.hpp
TheStove/EngineGraphics/SceneCollisionLayout.cpp
TheStove/EngineGraphics/SceneDebug.cpp
TheStove/EngineGraphics/SceneManager.cpp
TheStove/EngineGraphics/SceneManager.hpp
TheStove/EngineGraphics/SceneManagerAudio.cpp
TheStove/EngineGraphics/SceneManagerCutscene.cpp
TheStove/EngineGraphics/SceneManagerEffects.cpp
TheStove/EngineGraphics/SceneManagerLoading.cpp
TheStove/EngineGraphics/SceneManagerObjects.cpp
TheStove/EngineGraphics/SceneManagerPauseUi.cpp
TheStove/EngineGraphics/SceneManagerText.cpp
TheStove/EngineGraphics/SceneManagerUpdate.cpp
TheStove/EngineGraphics/SceneObjectMetadata.cpp
TheStove/EngineGraphics/SceneObjectMetadata.hpp
TheStove/EngineGraphics/SceneViewportPresenter.cpp
TheStove/EngineGraphics/SceneViewportPresenter.hpp
TheStove/EngineGraphics/Shader.cpp
TheStove/EngineGraphics/Shader.hpp
TheStove/EngineGraphics/Texture.cpp
TheStove/EngineGraphics/Texture.hpp
TheStove/EngineGraphics/VertexArray.cpp
TheStove/EngineGraphics/VertexArray.hpp
TheStove/EngineGraphics/VertexBuffer.cpp
TheStove/EngineGraphics/VertexBuffer.hpp
TheStove/EngineGraphics/VideoPlayer.cpp
TheStove/EngineGraphics/VideoPlayer.hpp
TheStove/EngineGraphics/shaders/animatedsprite.frag
TheStove/EngineGraphics/shaders/animatedsprite.vert
TheStove/EngineGraphics/shaders/animatedsprite_instanced.vert
TheStove/EngineGraphics/shaders/hover_outline.frag
TheStove/EngineGraphics/shaders/screenfade.frag
TheStove/EngineGraphics/shaders/screenfade.vert
TheStove/EngineGraphics/shaders/shader.frag
TheStove/EngineGraphics/shaders/shader.vert
TheStove/EngineGraphics/shaders/shadow.frag
TheStove/EngineGraphics/shaders/shadow.vert
TheStove/EngineGraphics/shaders/sprite.frag
TheStove/EngineGraphics/shaders/sprite.vert
TheStove/EngineGraphics/shaders/staticsprite.frag
TheStove/EngineGraphics/shaders/staticsprite.vert
TheStove/EngineGraphics/shaders/staticsprite_instanced.frag
TheStove/EngineGraphics/shaders/staticsprite_instanced.vert
TheStove/EngineGraphics/shaders/texture.frag
TheStove/EngineGraphics/shaders/texture.vert
TheStove/EngineGraphics/stb_image.h
TheStove/Graphics/AnimationManager.cpp
TheStove/Graphics/AnimationManager.hpp
TheStove/Graphics/Animator.hpp
TheStove/Graphics/DebugRenderer.cpp
TheStove/Graphics/DebugRenderer.hpp
TheStove/Graphics/EntityManager.cpp
TheStove/Graphics/EntityManager.hpp
TheStove/Graphics/GameObject.cpp
TheStove/Graphics/GameObject.hpp
TheStove/Graphics/GraphicsEngine.cpp
TheStove/Graphics/GraphicsEngine.hpp
TheStove/Graphics/GraphicsEngineEffects.cpp
TheStove/Graphics/GraphicsEnginePresentation.cpp
TheStove/Graphics/GraphicsEngineRender.cpp
TheStove/Graphics/GraphicsEngineViewport.cpp
TheStove/Graphics/Layer.hpp
TheStove/Graphics/Mesh.cpp
TheStove/Graphics/Mesh.hpp
TheStove/Graphics/MeshLoader.cpp
TheStove/Graphics/MeshLoader.hpp
TheStove/Graphics/ParticleSystem.cpp
TheStove/Graphics/ParticleSystem.hpp
TheStove/Graphics/Renderer.cpp
TheStove/Graphics/Renderer.hpp
TheStove/Graphics/ResourceManager.cpp
TheStove/Graphics/ResourceManager.hpp
TheStove/Graphics/SceneCollisionLayout.cpp
TheStove/Graphics/SceneDebug.cpp
TheStove/Graphics/SceneManager.cpp
TheStove/Graphics/SceneManager.hpp
TheStove/Graphics/SceneManagerAudio.cpp
TheStove/Graphics/SceneManagerCutscene.cpp
TheStove/Graphics/SceneManagerEffects.cpp
TheStove/Graphics/SceneManagerLoading.cpp
TheStove/Graphics/SceneManagerObjects.cpp
TheStove/Graphics/SceneManagerPauseUi.cpp
TheStove/Graphics/SceneManagerText.cpp
TheStove/Graphics/SceneManagerUpdate.cpp
TheStove/Graphics/SceneObjectMetadata.cpp
TheStove/Graphics/SceneObjectMetadata.hpp
TheStove/Graphics/SceneViewportPresenter.cpp
TheStove/Graphics/SceneViewportPresenter.hpp
TheStove/Graphics/Shader.cpp
TheStove/Graphics/Shader.hpp
TheStove/Graphics/Texture.cpp
TheStove/Graphics/Texture.hpp
TheStove/Graphics/VertexArray.cpp
TheStove/Graphics/VertexArray.hpp
TheStove/Graphics/VertexBuffer.cpp
TheStove/Graphics/VertexBuffer.hpp
TheStove/Graphics/stb_image.h
TheStove/Main.cpp
assets/Backgrounds/Background.png
assets/Backgrounds/Background2.png
assets/Backgrounds/Background2_Over.png
assets/Backgrounds/dayclear_new.png
assets/Backgrounds/gameover_new.png
assets/Backgrounds/mainmenu_bg_plain.png
assets/Characters/anteater spritesheet.png
assets/Characters/dino_blue.png
assets/Characters/dino_green.png
assets/Characters/dino_red.png
assets/Characters/dino_yellow.png
assets/Characters/goat-Sheet.png
assets/Characters/goat_sprite_back.png
assets/Characters/goat_sprite_front.png
assets/Characters/goat_sprite_left.png
assets/Characters/goat_sprite_right.png
assets/Characters/mc_sprite.png
assets/Characters/mc_sprite_back.png
assets/Characters/mc_sprite_front.png
assets/Characters/mc_sprite_left.png
assets/Characters/mc_sprite_right.png
assets/Characters/tiger-Sheet.png
assets/Credits/credits_bg.png
assets/Credits/credits_h.png
assets/Credits/credits_s.png
assets/Food/CUT_Carrot_Ingredient.png
assets/Food/Cabbage_CUT_Ingredient.png
assets/Food/Cabbage_Ingredient.png
assets/Food/CarrotIngredientBox.png
assets/Food/Food_Meat_n_carrot.png
assets/Food/Food_Salad_n_carrot.png
assets/Food/Ingredient_Carrot.png
assets/Food/Food_Meat.png
assets/Food/MeatIngredientBox.png
assets/Food/Meat_CUT_Ingredient.png
assets/Food/Meat_Ingredient.png
assets/Food/Mushroom_CUT_Ingredient.png
assets/Food/Mushroom_Ingredient.png
assets/Food/Plate.png
assets/Food/PlateBox.png
assets/Food/Food_Salad.png
assets/Food/ShroomIngredientBox.png
assets/Food/Food_Mushroom.png
assets/Food/VegIngredientBox.png
assets/Food/poop.png
assets/Furniture/BottomRightLongTableNoLeg.png
assets/Furniture/CustomerTable_Horizontal.png
assets/Furniture/CustomerTable_Horizontal_No_Bottom.png
assets/Furniture/Customertable_Bottomleft.png
assets/Furniture/Customertable_Topleft.png
assets/Furniture/Customertable_new.png
assets/Furniture/LongTableTopLeg.png
assets/Furniture/Table_Leg.png
assets/Furniture/Table_NoLeg.png
assets/Settings/bgmvol_main.png
assets/Settings/bgmvol_toggle.png
assets/Settings/fullscreen_h.png
assets/Settings/fullscreen_s.png
assets/Settings/mastervol_main.png
assets/Settings/mastervol_toggle.png
assets/Settings/sfxvol_main.png
assets/Settings/sfxvol_toggle.png
assets/Settings/windowed_h.png
assets/Settings/windowed_s.png
assets/Stations/Cutting_Board.png
assets/Stations/Grills_1.png
assets/Stations/Grills_2.png
assets/Stations/Stove_1.png
assets/Stations/Stove_2.png
assets/Stations/TrashBox.png
assets/UI/Customer_Order.png
assets/UI/Customer_Timer_Green.png
assets/UI/Customer_Timer_Red.png
assets/UI/Goal_UI.png
assets/UI/HowToPlay.png
assets/UI/Order_UI.png
assets/UI/Pause_button.png
assets/UI/Reaction_Angry_Face.png
assets/UI/Reaction_Happy_Face.png
assets/UI/Reaction_Money.png
assets/UI/Rock_UI.png
assets/UI/Time.png
assets/UI/continue_h.png
assets/UI/continue_s.png
assets/UI/cutscene_skip.png
assets/UI/how_h.png
assets/UI/how_s.png
assets/UI/invis.png
assets/UI/mainmenu_sprite.png
assets/UI/menu_logo.png
assets/UI/no_h.png
assets/UI/no_s.png
assets/UI/paused.png
assets/UI/quit_h.png
assets/UI/quit_popup.png
assets/UI/quit_s.png
assets/UI/resume_h.png
assets/UI/resume_s.png
assets/UI/retry_h.png
assets/UI/return_h.png
assets/UI/return_popup.png
assets/UI/return_s.png
assets/UI/settings_h.png
assets/UI/settings_s.png
assets/UI/start_h.png
assets/UI/start_s.png
assets/UI/tutorial_complete.png
assets/UI/tutorial_popup.png
assets/UI/yellow_quit_h.png
assets/UI/yellow_quit_s.png
assets/UI/yes_h.png
assets/UI/yes_s.png
assets/VFX/VFX_SpriteSheet.png
assets/VFX/arrow-Sheet.png
assets/VFX/run_vfx.png
assets/VFX/staranim-Sheet.png
assets/VFX/staranim-Sheet2.png
assets/Videos/Starting_Cutscene_Animation_TEXT.mp4
assets/config.txt
assets/credits_h.png
assets/credits_s.png
assets/legacy/Arrow_Merged.png
assets/legacy/Background2_Full.png
assets/legacy/Background_Full.png
assets/legacy/Customer_Timer_Bar.png
assets/legacy/Goal UI.png
assets/legacy/continue_b_h.png
assets/legacy/continue_b_s.png
assets/legacy/green_button_static.png
assets/legacy/green_button_static_hover.png
assets/legacy/main_menu.png
assets/staranim-Sheet2.png
cmake/ImportDependencies.cmake
count_loc.sh
count_loc_all_authors.sh
documentation/add any documentation files here.txt
editorGuide(old).docx
editorGuide(old).pdf
imgui.ini
levels/credits.json
levels/kitchen01.json
levels/kitchen02.json
levels/kitchen02test.json
levels/lose.json
levels/main_menu.json
levels/settings.json
levels/tutorial.json
levels/win.json
loc_reports/00_SUMMARY.txt
loc_reports/Chun_Wee_loc_report.txt
loc_reports/CookieWasTaken_loc_report.txt
loc_reports/Wang_Hua_loc_report.txt
loc_reports/chuuniby_loc_report.txt
loc_reports/juinherngng_loc_report.txt
